variant,update,seed_count,reward_mean,reward_seed_sd
last_token_attention,289,3,0.011693860480314386,0.006184734598476761
last_token_attention,297,3,0.01172238396960532,0.006166517188948602
last_token_attention,305,3,0.011650689264877149,0.005974714012441364
last_token_attention,313,3,0.011776543588928276,0.005744441791805455
last_token_attention,321,3,0.011709874173549102,0.005829590901969448
last_token_attention,329,3,0.011836185550190927,0.006052638558226823
last_token_attention,337,3,0.011823384574698753,0.006100868536924762
last_token_attention,345,3,0.011937172543092464,0.006181020979613879
last_token_attention,353,3,0.011965241461125818,0.006161591299856052
last_token_attention,361,3,0.01193653791670933,0.006298464867274062
last_token_attention,369,3,0.01183965528212147,0.006337972588293081
last_token_attention,377,3,0.011715656598417857,0.006021340775363429
last_token_attention,385,3,0.01162600669662365,0.00575483775124145
last_token_attention,393,3,0.01159685581053655,0.0056866947642188765
last_token_attention,401,3,0.011579511927435249,0.006043337554017214
last_token_attention,409,3,0.01164730932366248,0.006133294441325922
last_token_attention,417,3,0.011672594710852831,0.00605969616105682
last_token_attention,425,3,0.011719863919542375,0.00573038841808479
last_token_attention,433,3,0.011829707302641832,0.0054696686468048514
last_token_attention,441,3,0.011835310975700645,0.005233372131298076
last_token_attention,449,3,0.011745321487926534,0.005041265957340453
last_token_attention,457,3,0.011687051550369518,0.005101411045672011
last_token_attention,465,3,0.011829467630421801,0.0052663678377657215
last_token_attention,473,3,0.0119133447680606,0.005437192137178603
last_token_attention,481,3,0.011806231546174654,0.005494609337792022
last_token_attention,489,3,0.011680088946292175,0.005549042668126525
last_token_attention,497,3,0.011669803412961357,0.005680860518650416
last_token_attention,505,3,0.011595750582870877,0.005558120337371031
last_token_attention,513,3,0.011321179210113242,0.005186227096461456
last_token_attention,521,3,0.011225553424481506,0.004986478944623715
last_token_attention,529,3,0.01145498251858669,0.004927106781217495
last_token_attention,537,3,0.011515647983026497,0.005021398670400505
last_token_attention,545,3,0.011632980653534733,0.005041178325777341
last_token_attention,553,3,0.01137451371412386,0.005210763238733904
last_token_attention,561,3,0.011388493326861407,0.005255096042803547
last_token_attention,569,3,0.011277564067798106,0.00503422128477993
last_token_attention,577,3,0.0113877915063844,0.004794457278840281
last_token_attention,585,3,0.011543790888242497,0.0047536620241506395
last_token_attention,593,3,0.011598020375380607,0.005071666874420047
last_token_attention,601,3,0.011499337446099158,0.005258381298822582
last_token_attention,609,3,0.011594687703999365,0.005367158675677322
last_token_attention,617,3,0.011644071332465743,0.005039285327845822
last_token_attention,625,3,0.011821128911750493,0.0049160493646150365
last_token_attention,633,3,0.011446639632043289,0.0046896126532169876
last_token_attention,641,3,0.01135234176290699,0.004738895372108442
last_token_attention,649,3,0.011267989411348961,0.004749287152701996
last_token_attention,657,3,0.011463359719912053,0.005023835967035166
last_token_attention,665,3,0.011668211091768632,0.005209736737873956
last_token_attention,673,3,0.011755454831733849,0.005273066602094918
last_token_attention,681,3,0.011634937515813565,0.005399760031049698
last_token_attention,689,3,0.011434741938445193,0.005121432982765396
last_token_attention,697,3,0.011461005364966836,0.004954392525695463
last_token_attention,705,3,0.011617069061694166,0.004899073320642851
last_token_attention,713,3,0.01165049747860492,0.005197579677656018
last_token_attention,721,3,0.01168153565323065,0.00533954949904627
last_token_attention,729,3,0.011845070398879255,0.00522522617471415
last_token_attention,737,3,0.012003769396190913,0.005130658654499129
last_token_attention,745,3,0.011995138194432485,0.005330960379807774
last_token_attention,753,3,0.011760308168922382,0.005280437925209631
last_token_attention,761,3,0.011554470920094914,0.005228231013181098
last_token_attention,769,3,0.011443300749985475,0.005070338169530019
last_token_attention,777,3,0.011516193792793296,0.005101715348937034
last_token_attention,785,3,0.01166728627551228,0.005241741263191684
last_token_attention,793,3,0.011859457332595434,0.005357588664080373
last_token_attention,801,3,0.01194221937930634,0.0054121007306401955
last_token_attention,809,3,0.011951319553601243,0.005426633685673251
last_token_attention,817,3,0.011730831235180691,0.005271418908300777
last_token_attention,825,3,0.011711439400637083,0.005448762969215645
last_token_attention,833,3,0.011767007850288924,0.005503535016636554
last_token_attention,841,3,0.012048286707070163,0.0057725169391055495
last_token_attention,849,3,0.012182828090116863,0.005757292673845269
last_token_attention,857,3,0.012199159027873774,0.006028969919810542
last_token_attention,865,3,0.012184577062893253,0.006040713556744777
last_token_attention,873,3,0.012178608044020716,0.006169454323246441
last_token_attention,881,3,0.011919473554721297,0.005865269968434455
last_token_attention,889,3,0.011928244512361241,0.005884044164891301
last_token_attention,897,3,0.011892317949797143,0.005772104056506441
last_token_attention,905,3,0.012039291597164542,0.005983070782679184
last_token_attention,913,3,0.011988900851590512,0.005934007919431727
last_token_attention,921,3,0.011868071508298488,0.005835021273865073
last_token_attention,929,3,0.011808376499977602,0.005989438183236355
last_token_attention,937,3,0.011765283437319168,0.006014252764826526
last_token_attention,945,3,0.011602510467570075,0.005842259054315286
last_token_attention,953,3,0.01155486406309155,0.005773867879379524
last_token_attention,961,3,0.011617690598124961,0.0056810003627134715
last_token_attention,969,3,0.011944539674680727,0.006001588826970712
last_token_attention,977,3,0.012124561189705571,0.0060337935815912794
time_attention,1,3,0.016434718140464284,0.001723351938368578
time_attention,9,3,0.0037471222547488642,9.242215570220566e-05
time_attention,17,3,0.002783664014809685,0.00021051972471250026
time_attention,25,3,0.0023874001242124927,0.00020349909852423304
time_attention,33,3,0.001759598303343546,0.00040210635593865426
time_attention,41,3,0.0019649636379796614,0.0006191152054109922
time_attention,49,3,0.0022983343405690126,0.0008443195867940649
time_attention,57,3,0.0028529862281238606,0.0011099884577562976
time_attention,65,3,0.003923050380704973,0.0010287824619658237
time_attention,73,3,0.0046460722086913405,0.0014555118300998333
time_attention,81,3,0.004907071632611489,0.0017935823655777713
time_attention,89,3,0.004838840876827013,0.002305260646065243
time_attention,97,3,0.0049645641499123025,0.0022861713771651234
time_attention,105,3,0.005182150598378493,0.0020537670434009354
time_attention,113,3,0.00510684482776786,0.0019761944711539662
time_attention,121,3,0.004995163711102614,0.001973025040737418
time_attention,129,3,0.005334178075360413,0.0018826792511789244
time_attention,137,3,0.005086068048682242,0.002377194082184982
time_attention,145,3,0.004890111647141206,0.002810795774930031
time_attention,153,3,0.004243031612279082,0.003416323454090505
time_attention,161,3,0.004394706738934151,0.00324912515457571
time_attention,169,3,0.004810981520559329,0.0031212727175516054
time_attention,177,3,0.005358485007924342,0.0031917092811941292
time_attention,185,3,0.005880868349470782,0.003258184890459174
time_attention,193,3,0.006633569686721882,0.002998180856936257
time_attention,201,3,0.007230883694105787,0.002700446754219884
time_attention,209,3,0.0077666046989454925,0.0023443349009790856
time_attention,217,3,0.00785706446226122,0.0023606272940582393
time_attention,225,3,0.008006109767728514,0.0024376298855926424
time_attention,233,3,0.007988441384224861,0.0025907328913618603
time_attention,241,3,0.008183513363566089,0.002544658971956581
time_attention,249,3,0.008262178202086532,0.0026088315903385114
time_attention,257,3,0.00857007547538377,0.002325885507756774
time_attention,265,3,0.00853744217945091,0.002260636671395097
time_attention,273,3,0.00842125362177291,0.0020826702815122237
time_attention,281,3,0.008118501222346738,0.002066164283901257
time_attention,289,3,0.007992147922535199,0.002027275741942097
time_attention,297,3,0.007955582848642756,0.0021205371452669695
time_attention,305,3,0.007896159107005257,0.0020840291746405436
time_attention,313,3,0.007944471755984816,0.0021102778530336535
time_attention,321,3,0.007809058374832946,0.0016544476695417934
time_attention,329,3,0.007787694473381917,0.0010569676861885131
time_attention,337,3,0.00775222746215466,0.0007344082694834595
time_attention,345,3,0.007778972738898847,0.0007338696824947177
time_attention,353,3,0.007931083222501736,0.0009986705262199727
time_attention,361,3,0.00810067858868667,0.0012066183869137664
time_attention,369,3,0.008194548843635564,0.0012540155121026526
time_attention,377,3,0.008276769479590183,0.0013357497677671042
time_attention,385,3,0.008173347111799031,0.0011570776408155717
time_attention,393,3,0.008105100702541109,0.0011166567505492588
time_attention,401,3,0.008035803159767747,0.0011058336706778324
time_attention,409,3,0.008174129891948783,0.001382720773010658
time_attention,417,3,0.008277816964675942,0.0016982652187454358
time_attention,425,3,0.008226915849105764,0.0020071560642563806
time_attention,433,3,0.008036753051788498,0.002389753025671288
time_attention,441,3,0.007967377056244724,0.002232337719382052
time_attention,449,3,0.007680677489638109,0.0023951810060627516
time_attention,457,3,0.007629664823268271,0.002639998844250465
time_attention,465,3,0.007634058690327146,0.0032340102085152453
time_attention,473,3,0.007690640349406883,0.003639213466303124
time_attention,481,3,0.007551567273096645,0.0034648306101426924
time_attention,489,3,0.007279224046222149,0.003525234538388164
time_attention,497,3,0.007294678915722236,0.003459075980551293
time_attention,505,3,0.007670948981928935,0.0030169290385256803
time_attention,513,3,0.007651009672166132,0.0027533975697025736
time_attention,521,3,0.007691902392652404,0.0023960791774149406
time_attention,529,3,0.007684483615568314,0.0026235004222167598
time_attention,537,3,0.00777883746763471,0.0024918488379611086
time_attention,545,3,0.008036268393754728,0.0025142248421883297
time_attention,553,3,0.007954343931573115,0.002536811126133823
time_attention,561,3,0.008075561296804994,0.0026834534234960136
time_attention,569,3,0.008133048965223854,0.0026265158719613645
time_attention,577,3,0.008106637600744633,0.002617205775471997
time_attention,585,3,0.008112064598508264,0.002742118562419787
time_attention,593,3,0.007993136245747766,0.0030699658865034423
time_attention,601,3,0.007962637342225963,0.003205841152847081
time_attention,609,3,0.008134621821120793,0.00329935011686323
time_attention,617,3,0.008219298653345255,0.0031310145057731483
time_attention,625,3,0.00837099819637682,0.003057101407125317
time_attention,633,3,0.008144543188919481,0.002860681191758951
time_attention,641,3,0.008119828628326971,0.002898632357035448
time_attention,649,3,0.0081333900679021,0.0029595889692460298
time_attention,657,3,0.008178007286424406,0.0030657979684663448
time_attention,665,3,0.008300793639596288,0.003133435729982059
time_attention,673,3,0.00838634498299176,0.0031526372319278396
time_attention,681,3,0.00831497742975021,0.0031336005688655947
time_attention,689,3,0.008297926370688808,0.0029374824935086974
time_attention,697,3,0.008352852597081928,0.002903815242331399
time_attention,705,3,0.00842898440982006,0.0027907679613689436
time_attention,713,3,0.008424422038190776,0.0029577127293126506
time_attention,721,3,0.0083651396478066,0.003137797429412746
time_attention,729,3,0.008507288401643684,0.003494387414617726
time_attention,737,3,0.008621582427687149,0.003570603924768918
time_attention,745,3,0.008582181126279892,0.003336513479197685
time_attention,753,3,0.008578037197848451,0.003050799783137316
time_attention,761,3,0.008307965780595464,0.0027892072391334393
time_attention,769,3,0.008077043959894734,0.0026077958738856427
time_attention,777,3,0.007838304155991177,0.002612484519306675
time_attention,785,3,0.007944969317210648,0.0025135788997378374
time_attention,793,3,0.008057755740078068,0.0026518908287771125
time_attention,801,3,0.008134085585431617,0.0026281000780398593
time_attention,809,3,0.008214806178375342,0.0026620915632906334
time_attention,817,3,0.008233912413806227,0.002779867534535234
time_attention,825,3,0.008200464951803342,0.003034378723332406
time_attention,833,3,0.008165180794965499,0.0032121960181164234
time_attention,841,3,0.008260512437440436,0.0033894073625663186
time_attention,849,3,0.008568061819973917,0.0032587612257947997
time_attention,857,3,0.00881692262094863,0.0031335022305454033
time_attention,865,3,0.009002736661592653,0.0030149385503332135
time_attention,873,3,0.00910606765838677,0.00306676415457565
time_attention,881,3,0.008887767387821453,0.0032983966931788263
time_attention,889,3,0.008663661682761135,0.0035460314137434707
time_attention,897,3,0.008503737673451417,0.003685375967920651
time_attention,905,3,0.008544413020456637,0.0036038425358524023
time_attention,913,3,0.008649387236716202,0.003545484745076763
time_attention,921,3,0.008469292901640104,0.003350319708642346
time_attention,929,3,0.008398217758863256,0.0029606943129034968
time_attention,937,3,0.008275278595134508,0.0023046935752010157
time_attention,945,3,0.008467417692338492,0.0023569743045031726
time_attention,953,3,0.008573049754960883,0.0029001476943669277
time_attention,961,3,0.008843207105390088,0.0036005554898920766
time_attention,969,3,0.008979335199523451,0.0037404375709248114
time_attention,977,3,0.008958891695802008,0.003478268979194155
index_attention,1,3,0.016468171889738887,0.0018812529286511203
index_attention,9,3,0.003781215264649944,8.158784888779631e-05
index_attention,17,3,0.002829442629919338,0.00020388530955544205
index_attention,25,3,0.0024433308055012534,0.00022697280225248022
index_attention,33,3,0.001841530981333655,0.0004964594316761966
index_attention,41,3,0.002070044259136964,0.0007495350967986729
index_attention,49,3,0.0024406986559472803,0.001009952062469816
index_attention,57,3,0.003036563941480245,0.001340682961044576
index_attention,65,3,0.0041409017762212355,0.001262387821222163
index_attention,73,3,0.004805262452441894,0.001759876594981391
index_attention,81,3,0.00499364038650956,0.002018559393306878
index_attention,89,3,0.004912044612975046,0.002456197216183781
index_attention,97,3,0.005133100417902829,0.002308798964455914
index_attention,105,3,0.005486705196052222,0.002006352496933735
index_attention,113,3,0.005545637395067707,0.0018613133027806988
index_attention,121,3,0.005577440505756874,0.0016612892977768878
index_attention,129,3,0.006148585210068714,0.001287114298438564
index_attention,137,3,0.005965602614310842,0.0016764869860920034
index_attention,145,3,0.005739703682573681,0.0021708353413866983
index_attention,153,3,0.004901268481957709,0.002943807231809675
index_attention,161,3,0.004908143494230968,0.0027802861840503543
index_attention,169,3,0.004994478644620056,0.00277746364961492
index_attention,177,3,0.005000140519985667,0.003010250037303711
index_attention,185,3,0.005004907653179849,0.0033395749261106904
index_attention,193,3,0.0055706048183296495,0.003258874349330123
index_attention,201,3,0.006021611868115148,0.003060643212168065
index_attention,209,3,0.0064595587545354174,0.002936727365822433
index_attention,217,3,0.006238957231466444,0.0033895475601236746
index_attention,225,3,0.006310981351916997,0.003538747368186023
index_attention,233,3,0.006177406086793108,0.003781151693224112
index_attention,241,3,0.006307952335666003,0.003762180313851417
index_attention,249,3,0.006368742698869711,0.0038443484434844896
index_attention,257,3,0.006978729063062843,0.0032405335982331556
index_attention,265,3,0.00719993251001748,0.002965170478294565
index_attention,273,3,0.007506920447585767,0.002550314484292107
index_attention,281,3,0.007509923448068959,0.0024696037334482075
index_attention,289,3,0.007885404393304733,0.002295019001056025
index_attention,297,3,0.008251926900494332,0.0024731823634570444
index_attention,305,3,0.008513065015270481,0.0027259673406938903
index_attention,313,3,0.008742247627480836,0.0029575081807369707
index_attention,321,3,0.008375657909533865,0.0025638793271421335
index_attention,329,3,0.007850074555801773,0.0021710052710708343
index_attention,337,3,0.007197957257333162,0.0023573682247898034
index_attention,345,3,0.006916161147206449,0.0026838598120377316
index_attention,353,3,0.006920039794837112,0.0030455940104448962
index_attention,361,3,0.007023932551078245,0.0032290448037381844
index_attention,369,3,0.007071447766079171,0.0031995188993952767
index_attention,377,3,0.007179201065164118,0.0031318230176670073
index_attention,385,3,0.007149833423160161,0.0028592610536908045
index_attention,393,3,0.007178117668027707,0.0027308302958352617
index_attention,401,3,0.007111163575975761,0.002584497969190127
index_attention,409,3,0.007238899937424111,0.002737930760413764
index_attention,417,3,0.007333547239465672,0.002954227899009224
index_attention,425,3,0.007437514393799384,0.0030428928586222754
index_attention,433,3,0.0075785873496381955,0.0028928620432333344
index_attention,441,3,0.007643802441317868,0.002560408285517169
index_attention,449,3,0.007567908004641316,0.002403507773371622
index_attention,457,3,0.00751221827222981,0.0025512878295850085
index_attention,465,3,0.007640658441538883,0.0027846611586121355
index_attention,473,3,0.007772894609394061,0.0029229331544169367
index_attention,481,3,0.007692330928453368,0.002603059155634483
index_attention,489,3,0.007571525319137372,0.0023251216406488875
index_attention,497,3,0.007576196769640524,0.0020645658961840306
index_attention,505,3,0.007671149930936296,0.0020895438238411794
index_attention,513,3,0.007516470975575038,0.0020827943668670214
index_attention,521,3,0.007417194970532201,0.0021326712600306724
index_attention,529,3,0.0074969401298336374,0.00228491464266127
index_attention,537,3,0.007432358883452487,0.002415592998073941
index_attention,545,3,0.007612574422682611,0.002500506696540266
index_attention,553,3,0.007479262099781527,0.0024929975860932645
index_attention,561,3,0.0076077078675994,0.0025706684157506174
index_attention,569,3,0.007706121379939482,0.002489739530465074
index_attention,577,3,0.007812337211021235,0.0023411435031910643
index_attention,585,3,0.00800643060386833,0.002281990696087023
index_attention,593,3,0.00800874317373424,0.0024079652347474044
index_attention,601,3,0.008041065302609438,0.0024642364624834134
index_attention,609,3,0.008219128064452684,0.00258262224427114
index_attention,617,3,0.008318888244405912,0.002475881870279127
index_attention,625,3,0.008451629339925215,0.002517450020634037
index_attention,633,3,0.00829025504110919,0.002267177739510703
index_attention,641,3,0.00822462006487011,0.0023661230201351083
index_attention,649,3,0.008207306570101035,0.002451655538058189
index_attention,657,3,0.008170473730204806,0.002635786466855915
index_attention,665,3,0.008349059464372406,0.0026230235393801646
index_attention,673,3,0.008482060589659501,0.002585606614323077
index_attention,681,3,0.008337972029897903,0.0026792230784340354
index_attention,689,3,0.008366233045377649,0.0024492075048817186
index_attention,697,3,0.00838130286132535,0.0024963931848119123
index_attention,705,3,0.008499511741459851,0.0024045548568492293
index_attention,713,3,0.008403824130757813,0.002772091862085701
index_attention,721,3,0.008319218941860912,0.0030242785858288997
index_attention,729,3,0.008584586414173595,0.0032680601939446903
index_attention,737,3,0.00881709069085803,0.0032146112435164943
index_attention,745,3,0.008828435569893643,0.0029813224513494303
index_attention,753,3,0.008847632302798945,0.0026586486812063405
index_attention,761,3,0.00856823616820737,0.0024009415944161536
index_attention,769,3,0.008317292763717685,0.002279757338413417
index_attention,777,3,0.008108579592106651,0.0022234712535673918
index_attention,785,3,0.00815632315769816,0.0022521611238700496
index_attention,793,3,0.008305118299668636,0.0023589296049633013
index_attention,801,3,0.008289368166431966,0.002562781751787957
index_attention,809,3,0.008249443555477689,0.002773963707291169
index_attention,817,3,0.008374837931803443,0.0026896183486897164
index_attention,825,3,0.008437938132097506,0.0027531504204758553
index_attention,833,3,0.008622943005171626,0.002769997615068789
index_attention,841,3,0.008712591990214742,0.00322602515078343
index_attention,849,3,0.00899152911440188,0.003330064336504909
index_attention,857,3,0.009052762992104495,0.0034818324622848756
index_attention,865,3,0.00907092306848814,0.0034626629194754238
index_attention,873,3,0.009053271875795674,0.0035779291752198036
index_attention,881,3,0.009156064038470565,0.003284326993623135
index_attention,889,3,0.009027248367440593,0.0030756245712158167
index_attention,897,3,0.008866406323714158,0.0028988820077668585
index_attention,905,3,0.008597390214021072,0.003208907023060659
index_attention,913,3,0.008562884299917924,0.0033357521148328103
index_attention,921,3,0.008546643749603284,0.0035242644161346892
index_attention,929,3,0.008414333026594034,0.003422987410037205
index_attention,937,3,0.00836580671128597,0.00330530638376082
index_attention,945,3,0.008674709124227336,0.002920962830695182
index_attention,953,3,0.00877113812304467,0.0029460973977092856
index_attention,961,3,0.008882788991785804,0.0030548726570668685
index_attention,969,3,0.008690101171603825,0.0033436169320209806
index_attention,977,3,0.008643939471297829,0.0032483277741811004
gated_attention,1,3,0.01686410042304835,0.0005264176321430981
gated_attention,9,3,0.0038334209599625267,0.00015904390454927087
gated_attention,17,3,0.0028251293547186056,0.00025945698346799755
gated_attention,25,3,0.002404029848943525,0.0002789923387326492
gated_attention,33,3,0.001703100724979262,0.0002605561060100073
gated_attention,41,3,0.0018287211132050382,0.0002543802144509171
gated_attention,49,3,0.002060780530178177,0.000338075896218014
gated_attention,57,3,0.002445325505944614,0.0002910741357695023
gated_attention,65,3,0.0033554051642890044,0.0003560086510964844
gated_attention,73,3,0.003876473186377069,4.602171671347531e-05
gated_attention,81,3,0.004060889781438334,0.0003507082772788369
gated_attention,89,3,0.004042269325819901,0.0007743573459077044
gated_attention,97,3,0.004340655444244783,0.0008914574072715474
gated_attention,105,3,0.004773538253489373,0.0009213721993732039
gated_attention,113,3,0.004840623768827324,0.0009242335382818835
gated_attention,121,3,0.00485074846058527,0.0010402677444970075
gated_attention,129,3,0.005470458399625983,0.0009129966454304185
gated_attention,137,3,0.00559557216414653,0.0008625901059479002
gated_attention,145,3,0.005778026707869604,0.0012503108027925225
gated_attention,153,3,0.005331694308751603,0.0021215671292198154
gated_attention,161,3,0.005493772353808744,0.002410736809026703
gated_attention,169,3,0.005715417174159095,0.0027048402938605696
gated_attention,177,3,0.005892092314040472,0.003063120430138569
gated_attention,185,3,0.006003759588492551,0.0032213430526031863
gated_attention,193,3,0.006491014748350953,0.002846809098020788
gated_attention,201,3,0.006883491619588098,0.0026129045108864036
gated_attention,209,3,0.007537994213480192,0.002155774658853202
gated_attention,217,3,0.007756967981007775,0.0020507165599361076
gated_attention,225,3,0.008312191918274509,0.0017220264198819005
gated_attention,233,3,0.008576800546176714,0.0016060725054634867
gated_attention,241,3,0.009042353633941116,0.0016009600619349242
gated_attention,249,3,0.009303631584516863,0.0017046742700234697
gated_attention,257,3,0.009184043958072608,0.0015214274028750065
gated_attention,265,3,0.008621139071302183,0.0014798355574270165
gated_attention,273,3,0.007952390424759299,0.0019299922322445985
gated_attention,281,3,0.007577770771002541,0.002557406694576184
gated_attention,289,3,0.007532768784370974,0.0027030182062890676
gated_attention,297,3,0.0075462962881469205,0.0024787811820814985
gated_attention,305,3,0.007455660101164715,0.002002575240769012
gated_attention,313,3,0.007341747096384217,0.0015876647809134389
gated_attention,321,3,0.006997924849110893,0.001344381305082034
gated_attention,329,3,0.006601622180346277,0.0014251608007641921
gated_attention,337,3,0.006281349243744423,0.001718629888790452
gated_attention,345,3,0.00613346006935363,0.001886914457013962
gated_attention,353,3,0.006167777084993352,0.0019731275172030632
gated_attention,361,3,0.0061367604301459195,0.0019481235781753628
gated_attention,369,3,0.006086162974938809,0.001848107463657235
gated_attention,377,3,0.00619761121064395,0.0018791619356431837
gated_attention,385,3,0.006354148538095111,0.0016228932351179633
gated_attention,393,3,0.006496112849919421,0.0014251834610174636
gated_attention,401,3,0.006413678632705564,0.0011201873852651968
gated_attention,409,3,0.00648566698672112,0.0012368972298381676
gated_attention,417,3,0.006483062271596538,0.0014967661011079088
gated_attention,425,3,0.006603501883249458,0.0016667317035580626
gated_attention,433,3,0.006749310701565978,0.0016078508546748585
gated_attention,441,3,0.006903500381827962,0.0014197124001536718
gated_attention,449,3,0.006950415296292725,0.0013111181909694041
gated_attention,457,3,0.006722052722431093,0.0015828729864937824
gated_attention,465,3,0.006538953054181513,0.0019086686343467022
gated_attention,473,3,0.006481069738837193,0.0020364827572527094
gated_attention,481,3,0.0063931026430254475,0.001880787641389241
gated_attention,489,3,0.006356260393940215,0.0016999189435256785
gated_attention,497,3,0.006274353199453572,0.0016541327645489545
gated_attention,505,3,0.006235781330640113,0.0018066322996602633
gated_attention,513,3,0.006147867551398486,0.001860068679994062
gated_attention,521,3,0.006319618408678657,0.001622740828159896
gated_attention,529,3,0.006765880089290362,0.0014090168289499667
gated_attention,537,3,0.007124067494845385,0.0012527195494559267
gated_attention,545,3,0.00729255835539233,0.0012822675350526221
gated_attention,553,3,0.007146510349495119,0.0013129085228784972
gated_attention,561,3,0.007249060009619189,0.001439403533171828
gated_attention,569,3,0.007525435991087254,0.0016076884016195292
gated_attention,577,3,0.0077899062889143535,0.001504235452999725
gated_attention,585,3,0.007876616856343043,0.001256590960907925
gated_attention,593,3,0.007608670877058796,0.0010865792744208836
gated_attention,601,3,0.007409696110864836,0.0010361256089212695
gated_attention,609,3,0.007447762313395921,0.0010694302356418555
gated_attention,617,3,0.0075711771410224525,0.0009208132671869653
gated_attention,625,3,0.007644321324958539,0.0009530022719294735
gated_attention,633,3,0.0074060687366669375,0.0009078039714794354
gated_attention,641,3,0.0071600339051705155,0.001065960489616178
gated_attention,649,3,0.007052401472461868,0.0011478430215917197
gated_attention,657,3,0.006964392494645119,0.0012401867680287668
gated_attention,665,3,0.007138715154852655,0.0011187688462070838
gated_attention,673,3,0.007226616586770973,0.0010156385312240826
gated_attention,681,3,0.007202275984143411,0.001133272803847572
gated_attention,689,3,0.00735199112433516,0.001080688965060342
gated_attention,697,3,0.007606006454351885,0.0012317748321921827
gated_attention,705,3,0.007831217874620466,0.0011497204086533795
gated_attention,713,3,0.007626637109403513,0.0013715649181985665
gated_attention,721,3,0.007542311795997739,0.001446613924311831
gated_attention,729,3,0.007641431117057066,0.0015009184488115142
gated_attention,737,3,0.007904978063057878,0.0014419358223536555
gated_attention,745,3,0.00787148157334367,0.0012996439521990684
gated_attention,753,3,0.0077661230782551,0.0012001981825267099
gated_attention,761,3,0.007623911566147376,0.0012041679161252522
gated_attention,769,3,0.007677634800101638,0.0013879005216663074
gated_attention,777,3,0.007791898613891256,0.0014891595830721096
gated_attention,785,3,0.007958411448130788,0.0015920719515636994
gated_attention,793,3,0.007961163082887229,0.001436411368177652
gated_attention,801,3,0.007948531903108796,0.0014980718207869806
gated_attention,809,3,0.00793365902904497,0.001652406263984832
gated_attention,817,3,0.007989745326789893,0.0017881511654433103
gated_attention,825,3,0.007990138315353796,0.001848320232171293
gated_attention,833,3,0.008015938815185983,0.001722676772583534
gated_attention,841,3,0.008022278070272327,0.001691664557508676
gated_attention,849,3,0.008073384242522257,0.0015701974678981817
gated_attention,857,3,0.007945263653074677,0.001645410538923064
gated_attention,865,3,0.007870625587967623,0.0015503326392024115
gated_attention,873,3,0.007896396043790898,0.001637895699352559
gated_attention,881,3,0.007992611266240705,0.0016559526426675726
gated_attention,889,3,0.008124136860519353,0.001769507258259411
gated_attention,897,3,0.008132227822831049,0.0016972346787543428
gated_attention,905,3,0.008024156952189065,0.0017068663218751722
gated_attention,913,3,0.007998339583865414,0.0017624627574959954
gated_attention,921,3,0.007924304338811486,0.0017726478444390697
gated_attention,929,3,0.007927978444424826,0.0019443289957005356
gated_attention,937,3,0.007872499281666702,0.0018327964592316228
gated_attention,945,3,0.008004876568614318,0.0018598126992254874
gated_attention,953,3,0.008008570520277052,0.0018184538417134021
gated_attention,961,3,0.008158439275126076,0.0018728965320341426
gated_attention,969,3,0.00824189109599112,0.0020139001051619424
